"00BL001","Blackrod"
"38UB068","Stratton Audley"
"38UB069","Swalcliffe"
"38UB070","Tadmarton"
"38UB071","Upper Heyford"
"38UB072","Wardington"
"38UB073","Wendlebury"
"38UB074","Weston-on-the-Green"
"38UB075","Wigginton"
"38UB076","Wroxton"
"38UB077","Yarnton"
"38UB078","Banbury"
"38UC001","Blackbird Leys"
"38UC002","Littlemore"
"38UC003","Old Marston"
"38UC004","Risinghurst and Sandhills"
"38UD001","Adwell"
"38UD002","Aston Rowant"
"38UD003","Aston Tirrold"
"38UD004","Aston Upthorpe"
"38UD005","Beckley and Stowood"
"38UD006","Benson"
"38UD007","Berinsfield"
"38UD008","Berrick Salome"
"38UD009","Bix and Assendon"
"38UD010","Brightwell Baldwin"
"38UD011","Brightwell-cum-Sotwell"
"38UD012","Britwell Salome"
"38UD013","Chalgrove"
"38UD014","Checkendon"
"38UD015","Chinnor"
"38UD016","Cholsey"
"38UD017","Clifton Hampden"
"38UD018","Crowell"
"38UD019","Crowmarsh"
"38UD020","Cuddesdon and Denton"
"38UD021","Culham"
"38UD022","Cuxham with Easington"
"38UD023","Didcot"
"38UD024","Dorchester"
"38UD025","Drayton St. Leonard"
"38UD026","East Hagbourne"
"38UD027","Elsfield"
"38UD028","Ewelme"
"38UD029","Eye and Dunsden"
"38UD030","Forest Hill with Shotover"
"38UD031","Garsington"
"38UD032","Goring"
"38UD033","Goring Heath"
"38UD034","Great Haseley"
"38UD035","Great Milton"
"38UD036","Harpsden"
"38UD037","Henley-on-Thames"
"38UD038","Highmoor"
"38UD039","Holton"
"38UD040","Horspath"
"38UD041","Ipsden"
"38UD042","Kidmore End"
"38UD043","Lewknor"
"38UD044","Little Milton"
"38UD045","Little Wittenham"
"38UD046","Long Wittenham"
"38UD047","Mapledurham"
"38UD048","Marsh Baldon"
"38UD049","Moulsford"
"38UD050","Nettlebed"
"38UD051","Newington"
"38UD052","North Moreton"
"38UD053","Nuffield"
"38UD054","Nuneham Courtenay"
"38UD055","Pishill with Stonor"
"38UD056","Pyrton"
"38UD057","Rotherfield Greys"
"38UD058","Rotherfield Peppard"
"38UD059","Sandford-on-Thames"
"38UD060","Shiplake"
"38UD061","Shirburn"
"38UD062","Sonning Common"
"38UD063","South Moreton"
"38UD064","South Stoke"
"38UD065","Stadhampton"
"38UD066","Stanton St. John"
"38UD067","Stoke Row"
"38UD068","Stoke Talmage"
"38UD069","Swyncombe"
"38UD070","Sydenham"
"38UD071","Tetsworth"
"38UD072","Thame"
"38UD074","Tiddington-with-Albury"
"38UD075","Toot Baldon"
"38UD076","Towersey"
"38UD077","Wallingford"
"38UD078","Warborough"
"38UD080","Waterstock"
"38UD081","Watlington"
"38UD082","West Hagbourne"
"38UD083","Wheatfield"
"38UD084","Wheatley"
"38UD085","Whitchurch-on-Thames"
"38UD086","Woodcote"
"38UD087","Woodeaton"
"38UD088","Waterperry with Thomley"
"38UD089","Binfield Heath"
"38UE001","Abingdon"
"38UE002","Appleford-on-Thames"
"38UE003","Appleton-with-Eaton"
"38UE004","Ardington"
"38UE005","Ashbury"
"38UE006","Baulking"
"38UE007","Besselsleigh"
"38UE008","Blewbury"
"38UE009","Bourton"
"38UE010","Buckland"
"38UE011","Buscot"
"38UE012","Charney Bassett"
"38UE013","Childrey"
"38UE014","Chilton"
"38UE015","Coleshill"
"38UE016","Compton Beauchamp"
"38UE017","Cumnor"
"38UE018","Denchworth"
"38UE019","Drayton"
"38UE020","East Challow"
"38UE021","East Hanney"
"38UE022","East Hendred"
"38UE023","Eaton Hastings"
"38UE024","Fernham"
"38UE025","Frilford"
"38UE026","Fyfield and Tubney"
"38UE027","Garford"
"38UE028","Goosey"
"38UE029","Great Coxwell"
"38UE030","Great Faringdon"
"38UE031","Grove"
"38UE032","Harwell"
"38UE033","Hatford"
"38UE034","Hinton Waldrist"
"38UE035","Kennington"
"38UE036","Kingston Bagpuize with Southmoor"
"38UE037","Kingston Lisle"
"38UE038","Letcombe Bassett"
"38UE039","Letcombe Regis"
"38UE040","Little Coxwell"
"38UE041","Littleworth"
"38UE042","Lockinge"
"38UE043","Longcot"
"38UE044","Longworth"
"38UE045","Lyford"
"38UE046","Marcham"
"38UE047","Milton"
"38UE048","North Hinksey"
"38UE049","Pusey"
"38UE050","Radley"
"38UE051","St. Helen Without"
"38UE052","Shellingford"
"38UE053","Shrivenham"
"38UE054","South Hinksey"
"38UE055","Sparsholt"
"38UE056","Stanford in the Vale"
"38UE057","Steventon"
"38UE058","Sunningwell"
"38UE059","Sutton Courtenay"
"38UE060","Uffington"
"38UE061","Upton"
"38UE062","Wantage"
"38UE063","Watchfield"
"38UE064","West Challow"
"38UE065","West Hanney"
"38UE066","West Hendred"
"38UE067","Woolstone"
"38UE068","Wootton"
"38UE069","Wytham"
"38UF001","Alvescot"
"38UF002","Ascott-under-Wychwood"
"38UF003","Asthal"
"38UF004","Aston, Cote, Shifford and Chimney"
"38UF005","Bampton"
"38UF006","Black Bourton"
"38UF007","Bladon"
"38UF008","Blenheim"
"38UF009","Brize Norton"
"38UF010","Broadwell"
"38UF011","Bruern"
"38UF012","Burford"
"38UF013","Carterton"
"38UF014","Cassington"
"38UF015","Chadlington"
"38UF016","Charlbury"
"38UF017","Chastleton"
"38UF018","Chilson"
"38UF019","Chipping Norton"
"38UF020","Churchill"
"38UF021","Clanfield"
"38UF022","Combe"
"38UF023","Cornbury and Wychwood"
"38UF024","Cornwell"
"38UF025","Crawley"
"38UF026","Curbridge"
"38UF027","Ducklington"
"38UF028","Enstone"
"38UF029","Eynsham"
"38UF030","Fawler"
"38UF031","Fifield"
"38UF032","Filkins and Broughton Poggs"
"38UF033","Finstock"
"38UF034","Freeland"
"38UF035","Fulbrook"
"38UF036","Glympton"
"38UF037","Grafton and Radcot"
"38UF038","Great Tew"
"38UF039","Hailey"
"38UF040","Hanborough"
"38UF041","Hardwick-with-Yelford"
"38UF042","Heythrop"
"38UF043","Holwell"
"38UF044","Idbury"
"38UF045","Kelmscott"
"38UF046","Kencot"
"38UF047","Kiddington with Asterleigh"
"38UF048","Kingham"
"38UF049","Langford"
"38UF050","Leafield"
"38UF051","Lew"
"38UF052","Little Faringdon"
"38UF053","Little Tew"
"38UF054","Lyneham"
"38UF055","Milton-under-Wychwood"
"38UF056","Minster Lovell"
"38UF057","North Leigh"
"38UF058","Northmoor"
"38UF059","Over Norton"
"38UF060","Ramsden"
"38UF061","Rollright"
"38UF062","Rousham"
"38UF063","Salford"
"38UF064","Sandford St. Martin"
"38UF065","Sarsden"
"38UF066","Shilton"
"38UF067","Shipton-under-Wychwood"
"38UF068","South Leigh"
"38UF069","Spelsbury"
"38UF070","Standlake"
"38UF071","Stanton Harcourt"
"38UF072","Steeple Barton"
"38UF073","Stonesfield"
"38UF074","Swerford"
"38UF075","Swinbrook and Widford"
"38UF076","Tackley"
"38UF077","Taynton"
"38UF078","Westcot Barton"
"38UF079","Westwell"
"38UF080","Witney"
"38UF081","Woodstock"
"38UF082","Wootton"
"38UF083","Worton"
"39UB001","Acton Round"
"39UB002","Albrighton"
"39UB003","Alveley"
"39UB004","Astley Abbotts"
"39UB005","Aston Botterell"
"39UB006","Aston Eyre"
"39UB007","Badger"
"39UB008","Barrow"
"39UB009","Beckbury"
"39UB010","Billingsley"
"39UB011","Boningale"
"39UB012","Boscobel"
"39UB013","Bridgnorth"
"39UB014","Broseley"
"39UB015","Burwarton"
"39UB016","Chelmarsh"
"39UB017","Chetton"
"39UB018","Claverley"
"39UB019","Cleobury North"
"39UB020","Deuxhill"
"39UB021","Ditton Priors"
"39UB022","Donington"
"39UB023","Eardington"
"39UB024","Easthope"
"39UB025","Farlow"
"39UB026","Glazeley"
"39UB027","Highley"
"39UB028","Kemberton"
"39UB029","Kinlet"
"39UB030","Middleton Scriven"
"39UB031","Monkhopton"
"39UB032","Morville"
"39UB033","Much Wenlock"
"39UB034","Neen Savage"
"39UB035","Neenton"
"39UB036","Quatt Malvern"
"39UB037","Romsley"
"39UB038","Rudge"
"39UB039","Ryton"
"39UB040","Sheriffhales"
"39UB041","Shifnal"
"39UB042","Shipton"
"39UB043","Sidbury"
"39UB044","Stanton Long"
"39UB045","Stockton"
"39UB046","Stottesdon"
"39UB047","Sutton Maddock"
"39UB048","Tasley"
"39UB049","Tong"
"39UB050","Upton Cressett"
"39UB051","Worfield"
"39UC001","Adderley"
"39UC002","Baschurch"
"39UC003","Cheswardine"
"39UC004","Child's Ercall"
"39UC005","Clive"
"39UC006","Cockshutt"
"39UC007","Ellesmere Rural"
"39UC008","Ellesmere Urban"
"39UC009","Grinshill"
"39UC010","Hadnall"
"39UC011","Hinstock"
"39UC012","Hodnet"
"39UC013","Hordley"
"39UC014","Ightfield"
"39UC015","Loppington"
"39UC016","Market Drayton"
"39UC017","Moreton Corbet and Lee Brockhurst"
"39UC018","Moreton Say"
"39UC019","Myddle and Broughton"
"39UC020","Norton in Hales"
"39UC021","Petton"
"39UC022","Prees"
"39UC023","Shawbury"
"39UC024","Stanton upon Hine Heath"
"39UC025","Stoke upon Tern"
"39UC026","Sutton upon Tern"
"39UC027","Welshampton and Lyneal"
"39UC028","Wem Rural"
"39UC029","Wem Urban"
"39UC030","Weston-under-Redcastle"
"39UC031","Whitchurch Rural"
"39UC032","Whitchurch Urban"
"39UC033","Whixall"
"39UC034","Woore"
"39UD001","Kinnerley"
"39UD002","Knockin"
"39UD003","Llanyblodwel"
"39UD004","Llanymynech and Pant"
"39UD005","Melverley"
"39UD006","Oswestry"
"39UD007","Oswestry Rural"
"39UD008","Ruyton-XI-Towns"
"39UD009","St. Martin's"
"39UD010","Selattyn and Gobowen"
"39UD011","West Felton"
"39UD012","Weston Rhyn"
"39UD013","Whittington"
"39UE001","Acton Burnell"
"39UE002","Alberbury with Cardeston"
"39UE003","All Stretton"
"39UE004","Astley"
"39UE005","Atcham"
"39UE006","Bayston Hill"
"39UE007","Berrington"
"39UE008","Bicton"
"39UE009","Buildwas"
"39UE010","Cardington"
"39UE011","Church Preen"
"39UE012","Church Pulverbatch"
"39UE013","Condover"
"39UE014","Cound"
"39UE015","Cressage"
"39UE016","Ford"
"39UE017","Frodesley"
"39UE018","Great Hanwood"
"39UE019","Great Ness"
"39UE020","Harley"
"39UE021","Hughley"
"39UE022","Kenley"
"39UE023","Leebotwood"
"39UE024","Leighton and Eaton Constantine"
"39UE025","Little Ness"
"39UE026","Longden"
"39UE027","Longnor"
"39UE028","Minsterley"
"39UE029","Montford"
"39UE030","Pimhill"
"39UE031","Pitchford"
"39UE032","Pontesbury"
"39UE033","Ruckley and Langley"
"39UE034","Sheinton"
"39UE035","Smethcott"
"39UE036","Uffington"
"39UE037","Upton Magna"
"39UE038","Westbury"
"39UE039","Withington"
"39UE040","Wollaston"
"39UE041","Woolstaston"
"39UE042","Wroxeter and Uppington"
"39UF001","Abdon"
"39UF002","Acton Scott"
"39UF003","Ashford Bowdler"
"39UF004","Ashford Carbonel"
"39UF005","Bedstone"
"39UF006","Bettws-y-Crwyn"
"39UF007","Bishop's Castle"
"39UF008","Bitterley"
"39UF009","Boraston"
"39UF010","Bromfield"
"39UF011","Bucknell"
"39UF012","Burford"
"39UF013","Caynham"
"39UF014","Chirbury with Brompton"
"39UF015","Church Stretton"
"39UF016","Clee St. Margaret"
"39UF017","Cleobury Mortimer"
"39UF018","Clun"
"39UF019","Clunbury"
"39UF020","Clungunford"
"39UF021","Colebatch"
"39UF022","Coreley"
"39UF023","Craven Arms"
"39UF024","Culmington"
"39UF025","Diddlebury"
"39UF026","Eaton-under-Heywood"
"39UF027","Edgton"
"39UF028","Greete"
"39UF029","Heath"
"39UF030","Hope Bagot"
"39UF031","Hope Bowdler"
"39UF032","Hopesay"
"39UF033","Hopton Cangeford"
"39UF034","Hopton Castle"
"39UF035","Hopton Wafers"
"39UF036","Llanfair Waterdine"
"39UF037","Ludford"
"39UF038","Ludlow"
"39UF039","Lydbury North"
"39UF040","Lydham"
"39UF041","Mainstone"
"39UF042","Milson"
"39UF043","More"
"39UF044","Munslow"
"39UF045","Myndtown"
"39UF046","Nash"
"39UF047","Neen Sollars"
"39UF048","Newcastle on Clun"
"39UF049","Norbury"
"39UF050","Onibury"
"39UF051","Ratlinghope"
"39UF052","Richard's Castle (Shropshire)"
"39UF053","Rushbury"
"39UF054","Sibdon Carwood"
"39UF055","Stanton Lacy"
"39UF056","Stoke St. Milborough"
"39UF057","Stowe"
"39UF058","Wentnor"
"39UF059","Wheathill"
"39UF060","Whitton"
"39UF061","Wistanstow"
"39UF062","Worthen with Shelve"
"40UB001","Ashwick"
"40UB002","Baltonsborough"
"40UB003","Batcombe"
"40UB004","Beckington"
"40UB005","Berkley"
"40UB006","Binegar"
"40UB007","Buckland Dinham"
"40UB008","Butleigh"
"40UB009","Chewton Mendip"
"40UB010","Chilcompton"
"40UB011","Coleford"
"40UB012","Cranmore"
"40UB013","Croscombe"
"40UB014","Ditcheat"
"40UB015","Doulting"
"40UB016","Downhead"
"40UB017","East Pennard"
"40UB018","Great Elm"
"40UB019","Emborough"
"40UB020","Evercreech"
"40UB021","Frome"
"40UB022","Glastonbury"
"40UB023","Godney"
"40UB024","Hemington"
"40UB025","Holcombe"
"40UB026","Kilmersdon"
"40UB027","Lamyat"
"40UB028","Leigh-on-Mendip"
"40UB029","Litton"
"40UB030","Lullington"
"40UB031","Lydford-on-Fosse"
"40UB032","Meare"
"40UB033","Mells"
"40UB034","Milton Clevedon"
"40UB035","North Wootton"
"40UB036","Norton St Philip"
"40UB037","Nunney"
"40UB038","Pilton"
"40UB039","Priddy"
"40UB040","Pylle"
"40UB041","Rode"
"40UB042","Rodney Stoke"
"40UB043","St Cuthbert Out"
"40UB044","Selwood"
"40UB045","Sharpham"
"40UB046","Shepton Mallet"
"40UB047","Stoke St Michael"
"40UB048","Ston Easton"
"40UB049","Stratton on the Fosse"
"40UB050","Street"
"40UB051","Tellisford"
"40UB052","Trudoxhill"
"40UB053","Upton Noble"
"40UB054","Walton"
"40UB055","Wanstrow"
"40UB056","Wells"
"40UB057","West Bradley"
"40UB058","Westbury"
"40UB059","West Pennard"
"40UB060","Whatley"
"40UB061","Witham Friary"
"40UB062","Wookey"
"40UC001","Ashcott"
"40UC002","Axbridge"
"40UC003","Badgworth"
"40UC004","Bawdrip"
"40UC005","Berrow"
"40UC006","Brean"
"40UC007","Brent Knoll"
"40UC008","Bridgwater Without"
"40UC009","Broomfield"
"40UC010","Burnham-on-Sea and Highbridge"
"40UC011","Burnham Without"
"40UC012","Burtle"
"40UC013","Cannington"
"40UC014","Catcott"
"40UC015","Chapel Allerton"
"40UC016","Cheddar"
"40UC017","Chedzoy"
"40UC018","Chilton Polden"
"40UC019","Chilton Trinity"
"40UC020","Compton Bishop"
"40UC021","Cossington"
"40UC022","Durleigh"
"40UC023","East Brent"
"40UC024","East Huntspill"
"40UC025","Edington"
"40UC026","Enmore"
"40UC027","Fiddington"
"40UC028","Goathurst"
"40UC029","Greinton"
"40UC030","Lympsham"
"40UC031","Lyng"
"40UC032","Mark"
"40UC033","Middlezoy"
"40UC034","Moorlinch"
"40UC035","Nether Stowey"
"40UC036","North Petherton"
"40UC037","Othery"
"40UC038","Otterhampton"
"40UC039","Over Stowey"
"40UC040","Pawlett"
"40UC041","Puriton"
"40UC042","Shapwick"
"40UC043","Shipham"
"40UC044","Spaxton"
"40UC045","Stawell"
"40UC046","Stockland Bristol"
"40UC047","Thurloxton"
"40UC048","Weare"
"40UC049","Wedmore"
"40UC050","Wembdon"
"40UC051","West Huntspill"
"40UC052","Westonzoyland"
"40UC053","Woolavington"
"40UC054","Bridgwater"
"40UD001","Abbas and Templecombe"
"40UD002","Alford"
"40UD003","Aller"
"40UD004","Ansford"
"40UD005","Ash"
"40UD006","Ashill"
"40UD007","Babcary"
"40UD008","Barrington"
"40UD009","Barton St. David"
"40UD010","Barwick"
"40UD011","Beercrocombe"
"40UD012","Bratton Seymour"
"40UD013","Brewham"
"40UD014","Broadway"
"40UD015","Bruton"
"40UD016","Brympton"
"40UD017","Buckland St Mary"
"40UD018","Castle Cary"
"40UD019","Chaffcombe"
"40UD020","Chard Town"
"40UD021","Charlton Horethorne"
"40UD022","Charlton Mackrell"
"40UD023","Charlton Musgrove"
"40UD024","Chillington"
"40UD025","Chilthorne Domer"
"40UD026","Chilton Cantelo"
"40UD027","Chiselborough"
"40UD028","Closworth"
"40UD029","Combe St Nicholas"
"40UD030","Compton Dundon"
"40UD031","Compton Pauncefoot"
"40UD032","Corton Denham"
"40UD033","Crewkerne"
"40UD034","Cricket St. Thomas"
"40UD035","Cucklington"
"40UD036","Cudworth"
"40UD037","Curry Mallet"
"40UD038","Curry Rivel"
"40UD039","Dinnington"
"40UD040","Donyatt"
"40UD041","Dowlish Wake"
"40UD042","Drayton"
"40UD043","East Chinnock"
"40UD044","East Coker"
"40UD045","Fivehead"
"40UD046","Hardington Mandeville"
"40UD047","Haselbury Plucknett"
"40UD048","Henstridge"
"40UD049","High Ham"
"40UD050","Hinton St. George"
"40UD051","Holton"
"40UD052","Horsington"
"40UD053","Horton"
"40UD054","Huish Episcopi"
"40UD055","Ilchester"
"40UD056","Ilminster"
"40UD057","Ilton"
"40UD058","Isle Abbotts"
"40UD059","Isle Brewers"
"40UD060","Keinton Mandeville"
"40UD061","Kingsbury Episcopi"
"40UD062","Kingsdon"
"40UD063","Kingstone"
"40UD064","Kingweston"
"40UD065","Knowle St. Giles"
"40UD066","Langport"
"40UD067","Limington"
"40UD068","Long Load"
"40UD069","Long Sutton"
"40UD070","Lopen"
"40UD071","Lovington"
"40UD072","Maperton"
"40UD073","Marston Magna"
"40UD074","Martock"
"40UD075","Merriott"
"40UD076","Milborne Port"
"40UD077","Misterton"
"40UD078","Montacute"
"40UD079","Muchelney"
"40UD080","Mudford"
"40UD081","North Barrow"
"40UD082","North Cadbury"
"40UD083","North Cheriton"
"40UD084","North Perrott"
"40UD085","Norton sub Hamdon"
"40UD086","Odcombe"
"40UD087","Pen Selwood"
"40UD088","Pitcombe"
"40UD089","Pitney"
"40UD090","Puckington"
"40UD091","Queen Camel"
"40UD092","Rimpton"
"40UD093","Seavington St Mary"
"40UD094","Seavington St Michael"
"40UD095","Shepton Beauchamp"
"40UD096","Shepton Montague"
"40UD097","Somerton"
"40UD098","South Barrow"
"40UD099","South Cadbury"
"40UD100","South Petherton"
"40UD101","Sparkford"
"40UD102","Stocklinch"
"40UD103","Stoke sub Hamdon"
"40UD104","Stoke Trister"
"40UD105","Tatworth and Forton"
"40UD106","Tintinhull"
"40UD107","Wambrook"
"40UD108","Wayford"
"40UD109","West Camel"
"40UD110","West and Middle Chinnock"
"40UD111","West Coker"
"40UD112","West Crewkerne"
"40UD113","Whitelackington"
"40UD114","Whitestaunton"
"40UD115","Wincanton"
"40UD116","Winsham"
"40UD117","Yarlington"
"40UD118","Yeovil"
"40UD119","Yeovilton"
"40UD120","Yeovil Without"
"40UD121","Hambridge and Westport"
"40UE001","Ashbrittle"
"40UE002","Ash Priors"
"40UE003","Bathealton"
"40UE004","Bickenhall"
"40UE005","Bishop's Hull"
"40UE006","Bishop's Lydeard"
"40UE007","Bradford-on-Tone"
"40UE008","Burrowbridge"
"40UE009","Cheddon Fitzpaine"
"40UE010","Chipstable"
"40UE011","Churchstanton"
"40UE012","Combe Florey"
"40UE013","Comeytrowe"
"40UE014","Corfe"
"40UE015","Cothelstone"
"40UE016","Creech St. Michael"
"40UE017","Curland"
"40UE018","Durston"
"40UE019","Fitzhead"
"40UE020","Halse"
"40UE021","Hatch Beauchamp"
"40UE022","Kingston St. Mary"
"40UE023","Langford Budville"
"40UE024","Lydeard St. Lawrence"
"40UE025","Milverton"
"40UE026","North Curry"
"40UE027","Norton Fitzwarren"
"40UE028","Nynehead"
"40UE029","Oake"
"40UE030","Orchard Portman"
"40UE031","Otterford"
"40UE032","Pitminster"
"40UE033","Ruishton"
"40UE034","Sampford Arundel"
"40UE035","Staple Fitzpaine"
"40UE036","Staplegrove"
"40UE037","Stawley"
"40UE038","Stoke St. Gregory"
"40UE039","Stoke St. Mary"
"40UE040","Thornfalcon"
"40UE041","Tolland"
"40UE042","Trull"
"40UE043","Wellington"
"40UE044","Wellington Without"
"40UE045","West Bagborough"
"40UE046","West Buckland"
"40UE047","West Hatch"
"40UE048","West Monkton"
"40UE049","Wiveliscombe"
"40UF001","Bicknoller"
"40UF002","Brompton Ralph"
"40UF003","Brompton Regis"
"40UF004","Brushford"
"40UF005","Carhampton"
"40UF006","Clatworthy"
"40UF007","Crowcombe"
"40UF008","Cutcombe"
"40UF009","Dulverton"
"40UF010","Dunster"
"40UF011","East Quantoxhead"
"40UF012","Elworthy"
"40UF013","Exford"
"40UF014","Exmoor"
"40UF015","Exton"
"40UF016","Holford"
"40UF017","Huish Champflower"
"40UF018","Kilve"
"40UF019","Luccombe"
"40UF020","Luxborough"
"40UF021","Minehead"
"40UF022","Minehead Without"
"40UF023","Monksilver"
"40UF024","Nettlecombe"
"40UF025","Oare"
"40UF026","Old Cleeve"
"40UF027","Porlock"
"40UF028","Sampford Brett"
"40UF029","Selworthy"
"40UF030","Skilgate"
"40UF031","Stogumber"
"40UF032","Stogursey"
"40UF033","Stringston"
"40UF034","Timberscombe"
"40UF035","Treborough"
"40UF036","Upton"
"40UF037","Watchet"
"40UF038","West Quantoxhead"
"40UF039","Williton"
"40UF040","Winsford"
"40UF041","Withycombe"
"40UF042","Withypool and Hawkridge"
"40UF043","Wootton Courtenay"
"41UB001","Brereton and Ravenhill"
"41UB002","Bridgtown"
"41UB003","Brindley Heath"
"41UB004","Cannock Wood"
"41UB005","Heath Hayes and Wimblebury"
"41UB006","Norton Canes"
"41UB007","Rugeley"
"41UB008","Hednesford"
"41UC001","Abbots Bromley"
"41UC002","Anslow"
"41UC003","Barton-under-Needwood"
"41UC004","Blithfield"
"41UC005","Branston"
"41UC006","Croxden"
"41UC007","Denstone"
"41UC008","Draycott in the Clay"
"41UC009","Dunstall"
"41UC010","Ellastone"
"41UC011","Hanbury"
"41UC012","Hoar Cross"
"41UC013","Kingstone"
"41UC014","Leigh"
"41UC015","Marchington"
"41UC016","Mayfield"
"41UC017","Newborough"
"41UC018","Okeover"
"41UC019","Outwoods"
"41UC020","Ramshorn"
"41UC021","Rocester"
"41UC022","Rolleston on Dove"
"41UC023","Stanton"
"41UC024","Stretton"
"41UC025","Tatenhill"
"41UC026","Tutbury"
"41UC027","Uttoxeter"
"41UC028","Uttoxeter Rural"
"41UC029","Wootton"
"41UC030","Wychnor"
"41UC031","Yoxall"
"41UC032","Anglesey"
"41UC033","Brizlincote"
"41UC034","Burton"
"41UC035","Horninglow and Eton"
"41UC036","Shobnall"
"41UC037","Stapenhill"
"41UC038","Winshill"
"41UD001","Alrewas and Fradley"
"41UD002","Armitage with Handsacre"
"41UD003","Burntwood"
"41UD004","Clifton Campville"
"41UD005","Colton"
"41UD006","Curborough and Elmhurst"
"41UD007","Drayton Bassett"
"41UD008","Edingale"
"41UD009","Elford"
"41UD010","Farewell and Chorley"
"41UD011","Fazeley"
"41UD012","Fisherwick"
"41UD013","Hammerwich"
"41UD014","Hamstall Ridware"
"41UD015","Harlaston"
"41UD016","Hints"
"41UD017","King's Bromley"
"41UD018","Lichfield"
"41UD019","Longdon"
"41UD020","Mavesyn Ridware"
"41UD021","Shenstone"
"41UD022","Streethay"
"41UD023","Swinfen and Packington"
"41UD024","Thorpe Constantine"
"41UD025","Wall"
"41UD026","Weeford"
"41UD027","Whittington"
"41UD028","Wigginton and Hopwas"
"41UE001","Audley Rural"
"41UE002","Balterley"
"41UE003","Betley"
"41UE004","Chapel and Hill Chorlton"
"41UE005","Keele"
"41UE006","Kidsgrove"
"41UE007","Loggerheads"
"41UE008","Madeley"
"41UE009","Maer"
"41UE010","Whitmore"
"41UE011","Silverdale"
"41UF001","Acton Trussell and Bednall"
"41UF002","Bilbrook"
"41UF003","Blymhill and Weston-under-Lizard"
"41UF004","Bobbington"
"41UF005","Brewood and Coven"
"41UF006","Cheslyn Hay"
"41UF007","Codsall"
"41UF008","Coppenhall"
"41UF009","Dunston"
"41UF010","Enville"
"41UF011","Essington"
"41UF012","Featherstone"
"41UF013","Great Wyrley"
"41UF014","Hatherton"
"41UF015","Hilton"
"41UF016","Himley"
"41UF017","Huntington"
"41UF018","Kinver"
"41UF019","Lapley, Stretton and Wheaton Aston"
"41UF020","Lower Penn"
"41UF021","Pattingham and Patshull"
"41UF022","Penkridge"
"41UF023","Perton"
"41UF024","Saredon"
"41UF025","Shareshill"
"41UF026","Swindon"
"41UF027","Teddesley Hay"
"41UF028","Trysull and Seisdon"
"41UF029","Wombourne"
"41UG001","Adbaston"
"41UG002","Barlaston"
"41UG003","Berkswich"
"41UG004","Bradley"
"41UG005","Brocton"
"41UG006","Hyde Lea"
"41UG007","Chebsey"
"41UG008","Church Eaton"
"41UG009","Colwich"
"41UG010","Creswell"
"41UG011","Eccleshall"
"41UG012","Ellenhall"
"41UG013","Forton"
"41UG014","Fradswell"
"41UG015","Fulford"
"41UG016","Gayton"
"41UG017","Gnosall"
"41UG018","Haughton"
"41UG019","High Offley"
"41UG020","Hilderstone"
"41UG021","Hopton and Coton"
"41UG022","Ingestre"
"41UG023","Marston"
"41UG024","Milwich"
"41UG025","Norbury"
"41UG026","Ranton"
"41UG027","Salt and Enson"
"41UG028","Sandon and Burston"
"41UG029","Seighford"
"41UG030","Standon"
"41UG031","Stone"
"41UG032","Stone Rural"
"41UG033","Hixon"
"41UG034","Swynnerton"
"41UG035","Tixall"
"41UG036","Weston"
"41UG037","Whitgreave"
"41UG038","Stowe-by-Chartley"
"41UH001","Alstonefield"
"41UH002","Alton"
"41UH003","Bagnall"
"41UH004","Biddulph"
"41UH005","Blore with Swinscoe"
"41UH006","Bradnop"
"41UH007","Brown Edge"
"41UH008","Butterton"
"41UH009","Caverswall"
"41UH010","Cheadle"
"41UH011","Checkley"
"41UH012","Cheddleton"
"41UH013","Consall"
"41UH014","Cotton"
"41UH015","Dilhorne"
"41UH016","Draycott in the Moors"
"41UH017","Endon and Stanley"
"41UH018","Farley"
"41UH019","Fawfieldhead"
"41UH020","Forsbrook"
"41UH021","Grindon"
"41UH022","Heathylee"
"41UH023","Heaton"
"41UH024","Hollinsclough"
"41UH025","Horton"
"41UH026","Ilam"
"41UH027","Ipstones"
"41UH028","Kingsley"
"41UH029","Leek"
"41UH030","Leekfrith"
"41UH031","Longnor"
"41UH032","Longsdon"
"41UH033","Oakamoor"
"41UH034","Onecote"
"41UH035","Quarnford"
"41UH036","Rushton"
"41UH037","Sheen"
"41UH038","Tittesworth"
"41UH039","Warslow and Elkstones"
"41UH040","Waterhouses"
"41UH041","Werrington"
"41UH042","Wetton"
"42UB001","Acton"
"42UB002","Aldham"
"42UB003","Alpheton"
"42UB004","Arwarton"
"42UB005","Assington"
"42UB006","Belstead"
"42UB007","Bentley"
"42UB008","Bildeston"
"42UB009","Boxford"
"42UB010","Boxted"
"42UB011","Brantham"
"42UB012","Brent Eleigh"
"42UB013","Brettenham"
"42UB014","Bures St. Mary"
"42UB015","Burstall"
"42UB016","Capel St. Mary"
"42UB017","Chattisham"
"42UB018","Chelmondiston"
"42UB019","Chelsworth"
"42UB020","Chilton"
"42UB021","Cockfield"
"42UB023","East Bergholt"
"42UB024","Edwardstone"
"42UB025","Elmsett"
"42UB026","Freston"
"42UB027","Glemsford"
"42UB028","Great Cornard"
"42UB029","Great Waldingfield"
"42UB030","Groton"
"42UB031","Hadleigh"
"42UB032","Harkstead"
"42UB033","Hartest"
"42UB034","Higham"
"42UB035","Hintlesham"
"42UB036","Hitcham"
"42UB037","Holbrook"
"42UB038","Holton St. Mary"
"42UB039","Kersey"
